x0y0w0h0laserstate0
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x237y85w14h12laserstate1
x234y90w10h12laserstate1
x237y91w11h13laserstate1
x235y91w10h14laserstate1
x232y93w11h13laserstate1
x235y96w11h13laserstate1
x220y113w10h13laserstate1
x219y111w8h10laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x209y115w6h9laserstate1
x208y114w9h11laserstate1
x0y0w0h0laserstate0
x204y116w8h10laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x199y116w5h8laserstate1
x195y114w9h11laserstate1
x0y0w0h0laserstate0
x194y116w7h9laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x188y115w8h10laserstate1
x0y0w0h0laserstate0
x186y114w8h11laserstate1
x185y114w7h9laserstate1
x0y0w0h0laserstate0
x183y112w10h11laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x181y111w8h9laserstate1
x0y0w0h0laserstate0
x179y101w10h12laserstate1
x123y92w13h10laserstate1
x0y0w0h0laserstate0
x115y105w5h6laserstate1
currentarea30
diff[]
x115y104w7h8laserstate1
x0y0w0h0laserstate0
x114y101w7h9laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x245y127w7h9laserstate1
x0y0w0h0laserstate0
x234y119w10h12laserstate1
x232y121w4h6laserstate1
currentarea24
diff[6]
x266y117w4h6laserstate1
currentarea24
diff[6, 0]
x292y112w10h12laserstate1
x0y0w0h0laserstate0
x272y114w7h8laserstate1
x0y0w0h0laserstate0
x192y112w7h8laserstate1
x170y108w8h10laserstate1
x164y109w10h11laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x166y214w7h9laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x202y205w10h12laserstate1
x0y0w0h0laserstate0
x213y182w11h14laserstate1
x273y197w13h14laserstate1
x0y0w0h0laserstate0
x289y212w7h10laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x379y217w8h10laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x380y201w7h8laserstate1
x0y0w0h0laserstate0
x360y195w11h13laserstate1
x0y0w0h0laserstate0
x0y0w0h0laserstate0
x230y190w9h11laserstate1
x223y193w7h9laserstate1
x0y0w0h0laserstate0
x210y190w5h7laserstate1
currentarea35
diff[6, 0, 11]
x197y184w12h12laserstate1
x184y176w9h11laserstate1
x0y0w0h0laserstate0
x109y296w11h11laserstate1
x92y278w10h11laserstate1
